rebalance_date,training_end_date,universe,method,fund,ticker,weight
2023-07-01,2023-06-30,Crypto,Minimum Variance,Crypto Minimum Variance,XLM-USD,0.0
2023-07-01,2023-06-30,Crypto,Minimum Variance,Crypto Minimum Variance,XRP-USD,0.0
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,ADA-USD,3.1930395060098793e-17
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,BCH-USD,0.0
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,BTC-USD,0.6386218458224859
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,EOS-USD,0.0
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,ETC-USD,0.0
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,ETH-USD,0.12403609356125136
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,LTC-USD,2.7755575615628914e-17
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,TRX-USD,0.23734206061626267
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,XLM-USD,0.0
2023-08-01,2023-07-31,Crypto,Minimum Variance,Crypto Minimum Variance,XRP-USD,0.0
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,ADA-USD,1.2923967440402677e-17
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,BCH-USD,9.21888391923678e-19
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,BTC-USD,0.8205221323442269
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,EOS-USD,0.0
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,ETC-USD,0.0
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,ETH-USD,0.0
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,LTC-USD,1.7798440833178178e-17
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,TRX-USD,0.17947786765577312
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,XLM-USD,0.0
2023-09-01,2023-08-31,Crypto,Minimum Variance,Crypto Minimum Variance,XRP-USD,0.0
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,ADA-USD,0.0
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,BCH-USD,7.798110700460058e-18
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,BTC-USD,0.7967678769646
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,EOS-USD,0.0
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,ETC-USD,1.3071631013379482e-18
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,ETH-USD,0.0
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,LTC-USD,3.1231143061937875e-17
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,TRX-USD,0.17781623778352065
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,XLM-USD,8.592167965528283e-19
2023-10-01,2023-09-30,Crypto,Minimum Variance,Crypto Minimum Variance,XRP-USD,0.025415885251879305
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,ADA-USD,3.701387214595404e-17
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,BCH-USD,3.256551951386233e-18
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,BTC-USD,0.6227503128880807
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,EOS-USD,0.0
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,ETC-USD,0.0
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,ETH-USD,0.12921401062177568
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,LTC-USD,4.336808689942018e-17
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,TRX-USD,0.2463720278315982
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,XLM-USD,1.088147606415224e-18
2023-11-01,2023-10-31,Crypto,Minimum Variance,Crypto Minimum Variance,XRP-USD,0.0016636486585453678
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,ADA-USD,0.0
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,BCH-USD,0.0
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,BTC-USD,0.6263695227814549
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,EOS-USD,9.122720631817688e-18
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,ETC-USD,7.046980557619224e-18
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,ETH-USD,0.12711840997242124
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,LTC-USD,0.0
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,TRX-USD,0.2465120672461239
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,XLM-USD,4.338805185712004e-18
2023-12-01,2023-11-30,Crypto,Minimum Variance,Crypto Minimum Variance,XRP-USD,4.000484197900691e-18
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.1411505673700522
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,BCH-USD,3.019330299726643e-17
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,BTC-USD,0.5247746409218099
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,EOS-USD,2.8414947550794437e-16
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.33407479170813753
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,LTC-USD,5.2355050082903444e-17
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,XLM-USD,7.824975180099111e-17
2021-01-01,2020-12-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.21068903734392508
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,BTC-USD,0.12853774930523243
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.6057266180896939
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,XLM-USD,0.05504659526114853
2021-02-01,2021-01-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,ADA-USD,0.6558757806044236
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,BTC-USD,0.34412421939557636
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,EOS-USD,3.4363606134770408e-18
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,ETC-USD,1.2376421319653328e-17
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,ETH-USD,0.0
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,XLM-USD,7.192210018552111e-18
2021-03-01,2021-02-28,Crypto,Tangency,Crypto Tangency,XRP-USD,8.2301331693905e-17
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.46508469870656705
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,BCH-USD,8.381883866098018e-18
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,BTC-USD,0.4096209986508089
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,EOS-USD,1.268478043796239e-17
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,ETC-USD,4.049309565661217e-18
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.1252943026426241
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,TRX-USD,9.313786533370288e-17
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,XLM-USD,7.757160222241372e-18
2021-04-01,2021-03-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.41382385940534816
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,BTC-USD,0.12715010865710571
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,EOS-USD,3.240633953739757e-17
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,ETH-USD,0.39618668701459414
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,LTC-USD,4.3356781479501156e-17
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,TRX-USD,0.004820553261581044
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2021-05-01,2021-04-30,Crypto,Tangency,Crypto Tangency,XRP-USD,0.05801879166137072
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.551495135512455
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,BTC-USD,9.221124236173179e-17
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.09423384698536634
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.3542710175021786
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,TRX-USD,1.0920123931488914e-17
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2021-06-01,2021-05-31,Crypto,Tangency,Crypto Tangency,XRP-USD,3.611165861473306e-18
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.5740914613749247
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,BCH-USD,7.202889809635094e-17
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,BTC-USD,9.932651559410934e-19
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,EOS-USD,7.687311464773722e-18
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,ETC-USD,0.08664342527204714
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,ETH-USD,0.33926511335302795
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,LTC-USD,3.712812094187775e-17
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2021-07-01,2021-06-30,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.5323520498101383
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,BTC-USD,7.782405008114806e-17
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.04549224827580989
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.42215570191405155
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,LTC-USD,5.2963305786466156e-17
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,TRX-USD,4.724683544493277e-17
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,XLM-USD,2.1866982093361305e-17
2021-08-01,2021-07-31,Crypto,Tangency,Crypto Tangency,XRP-USD,1.568897262272637e-17
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.6206008025075542
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,BTC-USD,6.503694763181464e-17
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,EOS-USD,2.843213419600938e-17
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.010119032649025854
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.3692801648434198
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,TRX-USD,1.543114436263864e-18
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,XLM-USD,3.118334760156821e-17
2021-09-01,2021-08-31,Crypto,Tangency,Crypto Tangency,XRP-USD,1.5589430494903647e-17
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.6113211342473113
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,BTC-USD,1.3080453308648096e-16
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,ETC-USD,5.24989628673167e-17
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,ETH-USD,0.3886788657526885
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,TRX-USD,7.280361273348017e-17
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,XLM-USD,5.98046864697869e-17
2021-10-01,2021-09-30,Crypto,Tangency,Crypto Tangency,XRP-USD,6.95562614760164e-17
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.4762175597516118
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,BCH-USD,1.012840768331053e-16
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,BTC-USD,0.0
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.523782440248388
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,LTC-USD,4.814050193947786e-17
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2021-11-01,2021-10-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.39449499421661466
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,BCH-USD,6.242032348162343e-17
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,BTC-USD,0.0
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,EOS-USD,9.339214368165595e-17
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,ETH-USD,0.6055050057833852
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,LTC-USD,2.8568253770012786e-17
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,XLM-USD,1.0288081149837749e-17
2021-12-01,2021-11-30,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.4131868709218604
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,BTC-USD,1.5045371630763068e-16
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.5868131290781394
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,TRX-USD,9.948732217584811e-17
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2022-01-01,2021-12-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.4557738280589598
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,BTC-USD,8.899722233893085e-17
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.54422617194104
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,TRX-USD,9.410638319270229e-17
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2022-02-01,2022-01-31,Crypto,Tangency,Crypto Tangency,XRP-USD,1.8103339422462276e-17
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,ADA-USD,0.4082711279532271
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,BTC-USD,1.8748268439377188e-16
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,ETC-USD,1.876796502752713e-16
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,ETH-USD,0.5917288720467726
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,LTC-USD,1.7642654646656894e-17
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,TRX-USD,7.696711433226115e-18
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,XLM-USD,2.628651954457503e-17
2022-03-01,2022-02-28,Crypto,Tangency,Crypto Tangency,XRP-USD,7.369728532053124e-19
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.417750993892765
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,BTC-USD,1.0034528572327674e-16
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.002625488090146255
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.5796235180170886
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,XLM-USD,3.84612486508247e-17
2022-04-01,2022-03-31,Crypto,Tangency,Crypto Tangency,XRP-USD,5.4182844998787255e-17
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.3597198361521557
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,BTC-USD,1.3953618365484002e-16
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,ETH-USD,0.6402801638478441
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2022-05-01,2022-04-30,Crypto,Tangency,Crypto Tangency,XRP-USD,8.065161465107295e-17
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.4137918002904899
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,BCH-USD,1.0058463597171199e-16
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,BTC-USD,0.0
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,EOS-USD,6.567248955560434e-17
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.5780395282159027
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,LTC-USD,1.3239114794687531e-16
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,TRX-USD,0.008168671493607055
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2022-06-01,2022-05-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.554308983516926
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,BCH-USD,1.7088352616678857e-16
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,BTC-USD,0.0
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,EOS-USD,1.1358638738797115e-16
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,ETC-USD,0.0
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,ETH-USD,0.33819051424449964
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,LTC-USD,3.8970566908843856e-17
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,TRX-USD,0.10750050223857395
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2022-07-01,2022-06-30,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.40446431217851747
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,BCH-USD,2.255992367075734e-17
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,BTC-USD,0.0
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,EOS-USD,1.9684988056035868e-17
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.11377525534091051
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.48176043248057215
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,XLM-USD,0.0
2022-08-01,2022-07-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.3939884691716799
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,BTC-USD,1.779958117002648e-16
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.1106270843138908
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.49538444651442876
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,TRX-USD,1.738413327927302e-17
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,XLM-USD,1.1876065035263338e-16
2022-09-01,2022-08-31,Crypto,Tangency,Crypto Tangency,XRP-USD,1.8418114378069875e-16
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.4558817495936302
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,BCH-USD,4.646833591978175e-17
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,BTC-USD,0.0
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,EOS-USD,8.789629010143249e-17
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,ETC-USD,0.10989644477810565
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,ETH-USD,0.42778856964487194
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,LTC-USD,1.995056878693558e-17
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,TRX-USD,0.0064332359833920525
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,XLM-USD,3.318873914926114e-17
2022-10-01,2022-09-30,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,ADA-USD,0.3790667102208567
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,BCH-USD,0.0
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,BTC-USD,1.7808547820134145e-17
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,EOS-USD,0.0
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,ETC-USD,0.03710426968537177
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,ETH-USD,0.5658074992113813
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,LTC-USD,0.0
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,TRX-USD,0.01802152088239028
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,XLM-USD,3.1988512644126523e-18
2022-11-01,2022-10-31,Crypto,Tangency,Crypto Tangency,XRP-USD,0.0
2022-12-01,2022-11-30,Crypto,Tangency,Crypto Tangency,ADA-USD,0.3719813046889685
2022-12-01,2022-11-30,Crypto,Tangency,Crypto Tangency,BCH-USD,3.377121257565801e-17
2022-12-01,2022-11-30,Crypto,Tangency,Crypto Tangency,BTC-USD,0.0
