date,ticker,asset_class,sector,return
2020-10-21,NUE,Equity,Materials,-0.0014432821658327821
2020-10-21,NVDA,Equity,Tech,-0.008849110901954393
2020-10-21,O,Equity,RealEstate,0.0098143585346675
2020-10-21,OXY,Equity,Energy,-0.04071510278321078
2020-10-21,PLD,Equity,RealEstate,-0.008500164084548345
2020-10-21,PSA,Equity,RealEstate,-0.0004720057265947819
2020-10-21,QCOM,Equity,Tech,0.0019484355272090248
2020-10-21,SBUX,Equity,Consumer,-0.002711341260251632
2020-10-21,SHW,Equity,Materials,-0.0012741887968038546
2020-10-21,SLB,Equity,Energy,-0.03098790448251887
2020-10-21,SO,Equity,Utilities,0.004607433594251198
2020-10-21,T,Equity,Comm,-0.0014947163374203765
2020-10-21,TMUS,Equity,Comm,-0.005748638179627785
2020-10-21,TTWO,Equity,Comm,0.0006689407000632919
2020-10-21,UPS,Equity,Industrials,-0.012294573084517979
2020-10-21,USB,Equity,Financials,-0.00994668037085622
2020-10-21,V,Equity,Financials,0.003692364996923825
2020-10-21,WFC,Equity,Financials,-0.004822503300735637
2020-10-21,WMT,Equity,Consumer,0.003474456411263649
2020-10-21,XOM,Equity,Energy,-0.016023608427404135
2020-10-22,ADA-USD,Crypto,Crypto,0.04129509187999192
2020-10-22,BCH-USD,Crypto,Crypto,0.030783710931145514
2020-10-22,BTC-USD,Crypto,Crypto,0.011089019970212055
2020-10-22,EOS-USD,Crypto,Crypto,0.01992352809211817
2020-10-22,ETC-USD,Crypto,Crypto,0.046780478382212776
2020-10-22,ETH-USD,Crypto,Crypto,0.055032023655851914
2020-10-22,LTC-USD,Crypto,Crypto,0.023035896189389504
2020-10-22,TRX-USD,Crypto,Crypto,0.012012983935008492
2020-10-22,XLM-USD,Crypto,Crypto,0.017904071060292015
2020-10-22,XRP-USD,Crypto,Crypto,0.020634746916839752
2020-10-22,ABBV,Equity,Healthcare,0.01713163956480135
2020-10-22,ABT,Equity,Healthcare,0.03351267159476157
2020-10-22,ADBE,Equity,Tech,-0.02492133552002851
2020-10-22,AEP,Equity,Utilities,0.01991146403039501
2020-10-22,AMD,Equity,Tech,0.0027777932977308684
2020-10-22,AMGN,Equity,Healthcare,-0.004323643339979033
2020-10-22,AMT,Equity,RealEstate,-0.02469596713010691
2020-10-22,BA,Equity,Industrials,0.0317954759823067
2020-10-22,CAT,Equity,Industrials,0.0135004355714341
2020-10-22,CCI,Equity,RealEstate,-0.04603435706921721
2020-10-22,CMCSA,Equity,Comm,0.013252411588363433
2020-10-22,COP,Equity,Energy,0.04144894744524419
2020-10-22,CVX,Equity,Energy,0.035699554682279144
2020-10-22,D,Equity,Utilities,0.011840967920661027
2020-10-22,DD,Equity,Materials,0.013978941575859327
2020-10-22,DIS,Equity,Consumer,0.007344206490284888
2020-10-22,DOW,Equity,Materials,0.0055610761391127195
2020-10-22,DUK,Equity,Utilities,0.014917239317068232
2020-10-22,EA,Equity,Comm,-0.005718834394178751
2020-10-22,GE,Equity,Industrials,0.05464472437689594
2020-10-22,GILD,Equity,Healthcare,0.007639888630468716
2020-10-22,GS,Equity,Financials,0.01227129256720949
2020-10-22,INTC,Equity,Tech,0.007476842222676305
2020-10-22,KO,Equity,Consumer,0.013802393290893722
2020-10-22,MMM,Equity,Industrials,0.009103710508346241
2020-10-22,MRK,Equity,Healthcare,0.014602060398401173
2020-10-22,MS,Equity,Financials,0.027590384571201776
2020-10-22,NEE,Equity,Utilities,0.015418947752287249
2020-10-22,NEM,Equity,Materials,-0.01528945789310665
2020-10-22,NKE,Equity,Consumer,0.004558471546674214
2020-10-22,NUE,Equity,Materials,0.030140692896913457
2020-10-22,NVDA,Equity,Tech,-0.012107381867814127
2020-10-22,O,Equity,RealEstate,0.0068699181997988745
2020-10-22,OXY,Equity,Energy,0.052794934120736325
2020-10-22,PLD,Equity,RealEstate,0.0014612470030175295
2020-10-22,PSA,Equity,RealEstate,0.00901264086595499
2020-10-22,QCOM,Equity,Tech,-0.0013222255124747395
2020-10-22,SBUX,Equity,Consumer,0.012348240796549836
2020-10-22,SHW,Equity,Materials,0.005830221763707399
2020-10-22,SLB,Equity,Energy,0.01932047426736938
2020-10-22,SO,Equity,Utilities,0.028707186854817657
2020-10-22,T,Equity,Comm,0.05838302612951596
2020-10-22,TMUS,Equity,Comm,-0.00693820873187978
2020-10-22,TTWO,Equity,Comm,-0.007657306242824458
2020-10-22,UPS,Equity,Industrials,0.0015054014895858892
2020-10-22,USB,Equity,Financials,0.04276168399683122
2020-10-22,V,Equity,Financials,-0.0022171160331352358
2020-10-22,WFC,Equity,Financials,0.024228884080507163
2020-10-22,WMT,Equity,Consumer,-0.005886270119172421
2020-10-22,XOM,Equity,Energy,0.05126676001159414
2020-10-23,ADA-USD,Crypto,Crypto,-0.02251022406388148
2020-10-23,BCH-USD,Crypto,Crypto,0.01441814522247764
2020-10-23,BTC-USD,Crypto,Crypto,-0.0026494544392426933
2020-10-23,EOS-USD,Crypto,Crypto,-0.012207199314530959
2020-10-23,ETC-USD,Crypto,Crypto,-0.024509515707078378
2020-10-23,ETH-USD,Crypto,Crypto,-0.009682330208334755
2020-10-23,LTC-USD,Crypto,Crypto,0.017900523420724346
2020-10-23,TRX-USD,Crypto,Crypto,-0.012979761831864223
2020-10-23,XLM-USD,Crypto,Crypto,-0.017413198290979426
2020-10-23,XRP-USD,Crypto,Crypto,-0.007507589927043146
2020-10-23,ABBV,Equity,Healthcare,0.0003555549792955137
2020-10-23,ABT,Equity,Healthcare,-0.015436638710433881
2020-10-23,ADBE,Equity,Tech,0.010132328028621851
2020-10-23,AEP,Equity,Utilities,-0.003470611737403262
2020-10-23,AMD,Equity,Tech,0.03198188081198583
2020-10-23,AMGN,Equity,Healthcare,-0.0035966228906569864
2020-10-23,AMT,Equity,RealEstate,0.008270774054598196
2020-10-23,BA,Equity,Industrials,-0.010114193173174524
2020-10-23,CAT,Equity,Industrials,-0.00023714514422079613
2020-10-23,CCI,Equity,RealEstate,0.014207983845055727
