date,universe,method,fund,return,periods_per_year
2021-01-25,Equity,Minimum Variance,Equity Minimum Variance,0.004709719011110023,252
2021-01-26,Equity,Minimum Variance,Equity Minimum Variance,-0.0021709868196613125,252
2021-01-27,Equity,Minimum Variance,Equity Minimum Variance,-0.02217965055254403,252
2021-01-28,Equity,Minimum Variance,Equity Minimum Variance,0.005475902048542923,252
2021-01-29,Equity,Minimum Variance,Equity Minimum Variance,-0.00800121720365846,252
2021-02-01,Equity,Minimum Variance,Equity Minimum Variance,0.0036818297894730023,252
2021-02-02,Equity,Minimum Variance,Equity Minimum Variance,0.009054784091085491,252
2021-02-03,Equity,Minimum Variance,Equity Minimum Variance,-0.008391025107807832,252
2021-02-04,Equity,Minimum Variance,Equity Minimum Variance,0.0023133306325341103,252
2021-02-05,Equity,Minimum Variance,Equity Minimum Variance,0.013053428770750206,252
2021-02-08,Equity,Minimum Variance,Equity Minimum Variance,0.0039061246322242135,252
2021-02-09,Equity,Minimum Variance,Equity Minimum Variance,-0.003472250857399481,252
2021-02-10,Equity,Minimum Variance,Equity Minimum Variance,-0.0040599729263334225,252
2021-02-11,Equity,Minimum Variance,Equity Minimum Variance,-0.0037257843789495083,252
2021-02-12,Equity,Minimum Variance,Equity Minimum Variance,0.003926780454397256,252
2021-02-16,Equity,Minimum Variance,Equity Minimum Variance,-0.010902792922333381,252
2021-02-17,Equity,Minimum Variance,Equity Minimum Variance,0.00488748366859673,252
2021-02-18,Equity,Minimum Variance,Equity Minimum Variance,-0.0025320810158748906,252
2021-02-19,Equity,Minimum Variance,Equity Minimum Variance,-0.009273169645528514,252
2021-02-22,Equity,Minimum Variance,Equity Minimum Variance,-0.0023109956972446172,252
2021-02-23,Equity,Minimum Variance,Equity Minimum Variance,-0.00466222892387628,252
2021-02-24,Equity,Minimum Variance,Equity Minimum Variance,-0.0015264515891228797,252
2021-02-25,Equity,Minimum Variance,Equity Minimum Variance,-0.009984104328278324,252
2021-02-26,Equity,Minimum Variance,Equity Minimum Variance,-0.015808684542283336,252
2021-03-01,Equity,Minimum Variance,Equity Minimum Variance,0.012852587286442103,252
2021-03-02,Equity,Minimum Variance,Equity Minimum Variance,0.004211765587239754,252
2021-03-03,Equity,Minimum Variance,Equity Minimum Variance,-0.012959335682382228,252
2021-03-04,Equity,Minimum Variance,Equity Minimum Variance,-0.00552420146319387,252
2021-03-05,Equity,Minimum Variance,Equity Minimum Variance,0.016379759187764728,252
2021-03-08,Equity,Minimum Variance,Equity Minimum Variance,-0.004280323005776664,252
2021-03-09,Equity,Minimum Variance,Equity Minimum Variance,0.007688868967220038,252
2021-03-10,Equity,Minimum Variance,Equity Minimum Variance,0.006422988190736857,252
2021-03-11,Equity,Minimum Variance,Equity Minimum Variance,0.0016733931698359459,252
2021-03-12,Equity,Minimum Variance,Equity Minimum Variance,0.003681426180414361,252
2021-03-15,Equity,Minimum Variance,Equity Minimum Variance,0.011952382257937169,252
2021-03-16,Equity,Minimum Variance,Equity Minimum Variance,0.007307574550394899,252
2021-03-17,Equity,Minimum Variance,Equity Minimum Variance,-0.004980915299043327,252
2021-03-18,Equity,Minimum Variance,Equity Minimum Variance,-0.007258408137929651,252
2021-03-19,Equity,Minimum Variance,Equity Minimum Variance,-0.0004939179816724351,252
2021-03-22,Equity,Minimum Variance,Equity Minimum Variance,0.008655279301772087,252
2021-03-23,Equity,Minimum Variance,Equity Minimum Variance,-0.0014810159004094046,252
2021-03-24,Equity,Minimum Variance,Equity Minimum Variance,-0.00624757876370622,252
2021-03-25,Equity,Minimum Variance,Equity Minimum Variance,0.001879602529244037,252
2021-03-26,Equity,Minimum Variance,Equity Minimum Variance,0.017525601837474956,252
2021-03-29,Equity,Minimum Variance,Equity Minimum Variance,0.009832793234278102,252
2021-03-30,Equity,Minimum Variance,Equity Minimum Variance,-0.009017109961142205,252
2021-03-31,Equity,Minimum Variance,Equity Minimum Variance,-0.0005994292324656924,252
2021-04-01,Equity,Minimum Variance,Equity Minimum Variance,0.010816831787921774,252
2021-04-05,Equity,Minimum Variance,Equity Minimum Variance,0.010300037607167963,252
2021-04-06,Equity,Minimum Variance,Equity Minimum Variance,0.0007525766031514634,252
2021-04-07,Equity,Minimum Variance,Equity Minimum Variance,-0.0031425332534391,252
2021-04-08,Equity,Minimum Variance,Equity Minimum Variance,-0.002209217434467734,252
2021-04-09,Equity,Minimum Variance,Equity Minimum Variance,0.0026486372159998306,252
2021-04-12,Equity,Minimum Variance,Equity Minimum Variance,0.0005231727263959695,252
2021-04-13,Equity,Minimum Variance,Equity Minimum Variance,0.004499083087019247,252
2021-04-14,Equity,Minimum Variance,Equity Minimum Variance,-0.003430138835788089,252
2021-04-15,Equity,Minimum Variance,Equity Minimum Variance,0.012700842033356889,252
2021-04-16,Equity,Minimum Variance,Equity Minimum Variance,0.004522962525556423,252
2021-04-19,Equity,Minimum Variance,Equity Minimum Variance,-0.0035279940063519446,252
2021-04-20,Equity,Minimum Variance,Equity Minimum Variance,0.004231126196903055,252
2021-04-21,Equity,Minimum Variance,Equity Minimum Variance,0.005677099533689637,252
2021-04-22,Equity,Minimum Variance,Equity Minimum Variance,-0.004480013303528883,252
2021-04-23,Equity,Minimum Variance,Equity Minimum Variance,0.0027072964138554908,252
2021-04-26,Equity,Minimum Variance,Equity Minimum Variance,-0.004919163889422392,252
2021-04-27,Equity,Minimum Variance,Equity Minimum Variance,-0.0013189758801192735,252
2021-04-28,Equity,Minimum Variance,Equity Minimum Variance,-0.002712697066049587,252
2021-04-29,Equity,Minimum Variance,Equity Minimum Variance,0.0030554460029832468,252
2021-04-30,Equity,Minimum Variance,Equity Minimum Variance,-0.0014250272254763953,252
2021-05-03,Equity,Minimum Variance,Equity Minimum Variance,0.010971606096208555,252
2021-05-04,Equity,Minimum Variance,Equity Minimum Variance,-0.005331252454178913,252
2021-05-05,Equity,Minimum Variance,Equity Minimum Variance,0.005691323840823591,252
2021-05-06,Equity,Minimum Variance,Equity Minimum Variance,0.00978143257562764,252
2021-05-07,Equity,Minimum Variance,Equity Minimum Variance,0.0045047652850871405,252
2021-05-10,Equity,Minimum Variance,Equity Minimum Variance,0.0024723346326722202,252
2021-05-11,Equity,Minimum Variance,Equity Minimum Variance,-0.005038306083091855,252
2021-05-12,Equity,Minimum Variance,Equity Minimum Variance,-0.012373513041013405,252
2021-05-13,Equity,Minimum Variance,Equity Minimum Variance,0.011745744732240875,252
2021-05-14,Equity,Minimum Variance,Equity Minimum Variance,0.006508366279606557,252
2021-05-17,Equity,Minimum Variance,Equity Minimum Variance,0.0029681363660747063,252
2021-05-18,Equity,Minimum Variance,Equity Minimum Variance,-0.0032875622796826745,252
2021-05-19,Equity,Minimum Variance,Equity Minimum Variance,0.0007282950624172487,252
2021-05-20,Equity,Minimum Variance,Equity Minimum Variance,0.010457707346180378,252
2021-05-21,Equity,Minimum Variance,Equity Minimum Variance,-0.0036771267869702873,252
2021-05-24,Equity,Minimum Variance,Equity Minimum Variance,0.00115258800007137,252
2021-05-25,Equity,Minimum Variance,Equity Minimum Variance,-0.005726813139525989,252
2021-05-26,Equity,Minimum Variance,Equity Minimum Variance,0.002050318759759388,252
2021-05-27,Equity,Minimum Variance,Equity Minimum Variance,-0.0030534398871003877,252
2021-05-28,Equity,Minimum Variance,Equity Minimum Variance,0.0023463725300049212,252
2021-06-01,Equity,Minimum Variance,Equity Minimum Variance,-0.006352436250727498,252
2021-06-02,Equity,Minimum Variance,Equity Minimum Variance,-0.0016975235970844622,252
2021-06-03,Equity,Minimum Variance,Equity Minimum Variance,0.0021514475198163223,252
2021-06-04,Equity,Minimum Variance,Equity Minimum Variance,0.008120511246264306,252
2021-06-07,Equity,Minimum Variance,Equity Minimum Variance,-0.0013843101413185334,252
2021-06-08,Equity,Minimum Variance,Equity Minimum Variance,-0.005962522904713245,252
2021-06-09,Equity,Minimum Variance,Equity Minimum Variance,0.0025448112787717927,252
2021-06-10,Equity,Minimum Variance,Equity Minimum Variance,0.008531667305483345,252
2021-06-11,Equity,Minimum Variance,Equity Minimum Variance,-0.0009504203539053239,252
2021-06-14,Equity,Minimum Variance,Equity Minimum Variance,-0.00033893525471485577,252
2021-06-15,Equity,Minimum Variance,Equity Minimum Variance,-0.006274882421684416,252
2021-06-16,Equity,Minimum Variance,Equity Minimum Variance,-0.010479537717782504,252
2021-06-17,Equity,Minimum Variance,Equity Minimum Variance,-0.006332872289093729,252
2021-06-18,Equity,Minimum Variance,Equity Minimum Variance,-0.01019421786605923,252
2021-06-21,Equity,Minimum Variance,Equity Minimum Variance,0.011267256784065713,252
2021-06-22,Equity,Minimum Variance,Equity Minimum Variance,-0.0005181122130766779,252
2021-06-23,Equity,Minimum Variance,Equity Minimum Variance,-0.007492707719012588,252
2021-06-24,Equity,Minimum Variance,Equity Minimum Variance,0.005121103643153828,252
2021-06-25,Equity,Minimum Variance,Equity Minimum Variance,0.0079371898364577,252
2021-06-28,Equity,Minimum Variance,Equity Minimum Variance,0.0037481322422572173,252
2021-06-29,Equity,Minimum Variance,Equity Minimum Variance,-0.00022507968382982717,252
2021-06-30,Equity,Minimum Variance,Equity Minimum Variance,0.005562073630753027,252
2021-07-01,Equity,Minimum Variance,Equity Minimum Variance,0.002965511644154823,252
2021-07-02,Equity,Minimum Variance,Equity Minimum Variance,0.005016602522035871,252
2021-07-06,Equity,Minimum Variance,Equity Minimum Variance,-0.002577530438126082,252
2021-07-07,Equity,Minimum Variance,Equity Minimum Variance,0.0031831154339193634,252
2021-07-08,Equity,Minimum Variance,Equity Minimum Variance,-0.0066593240751818385,252
2021-07-09,Equity,Minimum Variance,Equity Minimum Variance,0.005970889461479237,252
2021-07-12,Equity,Minimum Variance,Equity Minimum Variance,0.0006846315062731564,252
2021-07-13,Equity,Minimum Variance,Equity Minimum Variance,0.0004307612519734925,252
2021-07-14,Equity,Minimum Variance,Equity Minimum Variance,0.0029206424983489717,252
2021-07-15,Equity,Minimum Variance,Equity Minimum Variance,0.0011597371083599524,252
2021-07-16,Equity,Minimum Variance,Equity Minimum Variance,-0.0011293867356486477,252
2021-07-19,Equity,Minimum Variance,Equity Minimum Variance,-0.011152240372114599,252
2021-07-20,Equity,Minimum Variance,Equity Minimum Variance,0.0038548579101109737,252
2021-07-21,Equity,Minimum Variance,Equity Minimum Variance,-0.0014138739213906363,252
2021-07-22,Equity,Minimum Variance,Equity Minimum Variance,0.000910448291419163,252
2021-07-23,Equity,Minimum Variance,Equity Minimum Variance,0.008668556967863287,252
2021-07-26,Equity,Minimum Variance,Equity Minimum Variance,-1.4765726883142424e-05,252
2021-07-27,Equity,Minimum Variance,Equity Minimum Variance,-0.0026977757144834736,252
2021-07-28,Equity,Minimum Variance,Equity Minimum Variance,0.0022618596643375986,252
2021-07-29,Equity,Minimum Variance,Equity Minimum Variance,4.095180789032884e-06,252
2021-07-30,Equity,Minimum Variance,Equity Minimum Variance,-0.002559286731682443,252
2021-08-02,Equity,Minimum Variance,Equity Minimum Variance,-0.002065367756327232,252
2021-08-03,Equity,Minimum Variance,Equity Minimum Variance,0.0004550387455491102,252
2021-08-04,Equity,Minimum Variance,Equity Minimum Variance,-0.010173817377442471,252
2021-08-05,Equity,Minimum Variance,Equity Minimum Variance,0.001904645217807455,252
2021-08-06,Equity,Minimum Variance,Equity Minimum Variance,-0.003483285975023313,252
2021-08-09,Equity,Minimum Variance,Equity Minimum Variance,-0.0011300626873302856,252
2021-08-10,Equity,Minimum Variance,Equity Minimum Variance,0.0028309376250747814,252
2021-08-11,Equity,Minimum Variance,Equity Minimum Variance,0.006242279188489633,252
2021-08-12,Equity,Minimum Variance,Equity Minimum Variance,0.0030782261996895716,252
2021-08-13,Equity,Minimum Variance,Equity Minimum Variance,0.0038342417186575006,252
2021-08-16,Equity,Minimum Variance,Equity Minimum Variance,0.0063716801166927755,252
2021-08-17,Equity,Minimum Variance,Equity Minimum Variance,0.00394969671939691,252
2021-08-18,Equity,Minimum Variance,Equity Minimum Variance,-0.013127259462175508,252
2021-08-19,Equity,Minimum Variance,Equity Minimum Variance,0.0014673293175575385,252
2021-08-20,Equity,Minimum Variance,Equity Minimum Variance,0.0035431348193727054,252
2021-08-23,Equity,Minimum Variance,Equity Minimum Variance,0.00320731303818903,252
2021-08-24,Equity,Minimum Variance,Equity Minimum Variance,-0.003953054625691491,252
2021-08-25,Equity,Minimum Variance,Equity Minimum Variance,-0.005118951486446664,252
2021-08-26,Equity,Minimum Variance,Equity Minimum Variance,-0.0048753558364457595,252
2021-08-27,Equity,Minimum Variance,Equity Minimum Variance,0.003768173755385809,252
2021-08-30,Equity,Minimum Variance,Equity Minimum Variance,0.003214596420113258,252
2021-08-31,Equity,Minimum Variance,Equity Minimum Variance,0.004900134052792427,252
2021-09-01,Equity,Minimum Variance,Equity Minimum Variance,-0.00279202725104767,252
2021-09-02,Equity,Minimum Variance,Equity Minimum Variance,0.0051117429074554145,252
2021-09-03,Equity,Minimum Variance,Equity Minimum Variance,0.0003424594017136414,252
2021-09-07,Equity,Minimum Variance,Equity Minimum Variance,-0.015360577824007147,252
2021-09-08,Equity,Minimum Variance,Equity Minimum Variance,0.002881885317855334,252
2021-09-09,Equity,Minimum Variance,Equity Minimum Variance,-0.012830529260817129,252
2021-09-10,Equity,Minimum Variance,Equity Minimum Variance,-0.0024007381454892204,252
2021-09-13,Equity,Minimum Variance,Equity Minimum Variance,-0.0004467332173922082,252
2021-09-14,Equity,Minimum Variance,Equity Minimum Variance,-0.005856148656744677,252
2021-09-15,Equity,Minimum Variance,Equity Minimum Variance,0.0020713156245651407,252
2021-09-16,Equity,Minimum Variance,Equity Minimum Variance,-0.0070130032788867465,252
2021-09-17,Equity,Minimum Variance,Equity Minimum Variance,-0.006732826003272502,252
2021-09-20,Equity,Minimum Variance,Equity Minimum Variance,-0.012174889598333221,252
2021-09-21,Equity,Minimum Variance,Equity Minimum Variance,-0.0024998209048538414,252
2021-09-22,Equity,Minimum Variance,Equity Minimum Variance,-0.0014344407175528298,252
2021-09-23,Equity,Minimum Variance,Equity Minimum Variance,0.004207314710826772,252
2021-09-24,Equity,Minimum Variance,Equity Minimum Variance,-0.001680682996477615,252
2021-09-27,Equity,Minimum Variance,Equity Minimum Variance,-0.003292276961874813,252
2021-09-28,Equity,Minimum Variance,Equity Minimum Variance,-0.003312029747948596,252
2021-09-29,Equity,Minimum Variance,Equity Minimum Variance,0.008780067911682168,252
2021-09-30,Equity,Minimum Variance,Equity Minimum Variance,-0.004269423408640973,252
2021-10-01,Equity,Minimum Variance,Equity Minimum Variance,0.006566405892196945,252
2021-10-04,Equity,Minimum Variance,Equity Minimum Variance,-0.000889925374464831,252
2021-10-05,Equity,Minimum Variance,Equity Minimum Variance,0.0020828814000223047,252
2021-10-06,Equity,Minimum Variance,Equity Minimum Variance,0.0010491414529210951,252
2021-10-07,Equity,Minimum Variance,Equity Minimum Variance,0.008540869140769203,252
2021-10-08,Equity,Minimum Variance,Equity Minimum Variance,-0.0020549407269661187,252
2021-10-11,Equity,Minimum Variance,Equity Minimum Variance,-0.008599891171240041,252
2021-10-12,Equity,Minimum Variance,Equity Minimum Variance,-0.001444902833638382,252
2021-10-13,Equity,Minimum Variance,Equity Minimum Variance,0.004599405669616733,252
2021-10-14,Equity,Minimum Variance,Equity Minimum Variance,0.011646577028595569,252
2021-10-15,Equity,Minimum Variance,Equity Minimum Variance,-0.0014681915258258963,252
2021-10-18,Equity,Minimum Variance,Equity Minimum Variance,-0.006452438455774066,252
2021-10-19,Equity,Minimum Variance,Equity Minimum Variance,0.011617515043784193,252
2021-10-20,Equity,Minimum Variance,Equity Minimum Variance,0.010429822558642566,252
2021-10-21,Equity,Minimum Variance,Equity Minimum Variance,0.005383110091315507,252
2021-10-22,Equity,Minimum Variance,Equity Minimum Variance,0.003853583520959107,252
2021-10-25,Equity,Minimum Variance,Equity Minimum Variance,0.003020859201553694,252
2021-10-26,Equity,Minimum Variance,Equity Minimum Variance,0.003391211475845556,252
2021-10-27,Equity,Minimum Variance,Equity Minimum Variance,-0.009003269813043197,252
2021-10-28,Equity,Minimum Variance,Equity Minimum Variance,0.006467078948815566,252
2021-10-29,Equity,Minimum Variance,Equity Minimum Variance,-0.0012988817931332928,252
2021-11-01,Equity,Minimum Variance,Equity Minimum Variance,0.00370411420775871,252
2021-11-02,Equity,Minimum Variance,Equity Minimum Variance,0.003878635147823671,252
2021-11-03,Equity,Minimum Variance,Equity Minimum Variance,0.005922485012047639,252
2021-11-04,Equity,Minimum Variance,Equity Minimum Variance,0.0027332553796715208,252
2021-11-05,Equity,Minimum Variance,Equity Minimum Variance,-0.007028358113749482,252
2021-11-08,Equity,Minimum Variance,Equity Minimum Variance,-0.004289948306896667,252
2021-11-09,Equity,Minimum Variance,Equity Minimum Variance,0.002711914224821087,252
2021-11-10,Equity,Minimum Variance,Equity Minimum Variance,0.00396598954175209,252
2021-11-11,Equity,Minimum Variance,Equity Minimum Variance,0.0011240682120108652,252
2021-11-12,Equity,Minimum Variance,Equity Minimum Variance,0.002110644116493913,252
2021-11-15,Equity,Minimum Variance,Equity Minimum Variance,-0.005597384444219994,252
2021-11-16,Equity,Minimum Variance,Equity Minimum Variance,-0.004214443824900521,252
2021-11-17,Equity,Minimum Variance,Equity Minimum Variance,-0.0028663212651030925,252
2021-11-18,Equity,Minimum Variance,Equity Minimum Variance,-0.004359691697123147,252
2021-11-19,Equity,Minimum Variance,Equity Minimum Variance,-0.005916689307574414,252
2021-11-22,Equity,Minimum Variance,Equity Minimum Variance,-0.003578044094733835,252
2021-11-23,Equity,Minimum Variance,Equity Minimum Variance,0.005790903084934224,252
2021-11-24,Equity,Minimum Variance,Equity Minimum Variance,-0.002679448113753989,252
2021-11-26,Equity,Minimum Variance,Equity Minimum Variance,-0.00981527652845505,252
2021-11-29,Equity,Minimum Variance,Equity Minimum Variance,0.0002356768259748922,252
2021-11-30,Equity,Minimum Variance,Equity Minimum Variance,-0.019993983696065677,252
2021-12-01,Equity,Minimum Variance,Equity Minimum Variance,-0.012188322976244758,252
2021-12-02,Equity,Minimum Variance,Equity Minimum Variance,0.010506056158627134,252
2021-12-03,Equity,Minimum Variance,Equity Minimum Variance,0.01195489400396512,252
2021-12-06,Equity,Minimum Variance,Equity Minimum Variance,0.01100891842052075,252
2021-12-07,Equity,Minimum Variance,Equity Minimum Variance,0.0026380675039310627,252
2021-12-08,Equity,Minimum Variance,Equity Minimum Variance,0.0021236188696706314,252
2021-12-09,Equity,Minimum Variance,Equity Minimum Variance,-0.0015440716446013369,252
2021-12-10,Equity,Minimum Variance,Equity Minimum Variance,0.0059372154480176915,252
2021-12-13,Equity,Minimum Variance,Equity Minimum Variance,0.007188907327187804,252
2021-12-14,Equity,Minimum Variance,Equity Minimum Variance,0.0011802971440669802,252
2021-12-15,Equity,Minimum Variance,Equity Minimum Variance,0.008870061243165969,252
2021-12-16,Equity,Minimum Variance,Equity Minimum Variance,0.01649306409110828,252
2021-12-17,Equity,Minimum Variance,Equity Minimum Variance,-0.007487643828327602,252
2021-12-20,Equity,Minimum Variance,Equity Minimum Variance,0.0013672792070458465,252
2021-12-21,Equity,Minimum Variance,Equity Minimum Variance,0.002313353063929208,252
2021-12-22,Equity,Minimum Variance,Equity Minimum Variance,0.004397558801519027,252
2021-12-23,Equity,Minimum Variance,Equity Minimum Variance,0.004163871014903968,252
2021-12-27,Equity,Minimum Variance,Equity Minimum Variance,0.008361952859404678,252
2021-12-28,Equity,Minimum Variance,Equity Minimum Variance,0.00336414088986584,252
2021-12-29,Equity,Minimum Variance,Equity Minimum Variance,0.0033354280674637174,252
2021-12-30,Equity,Minimum Variance,Equity Minimum Variance,0.001941057553417112,252
2021-12-31,Equity,Minimum Variance,Equity Minimum Variance,-0.0024612312347678765,252
2022-01-03,Equity,Minimum Variance,Equity Minimum Variance,-0.002162139161757181,252
2022-01-04,Equity,Minimum Variance,Equity Minimum Variance,-0.0005082667902430254,252
2022-01-05,Equity,Minimum Variance,Equity Minimum Variance,-0.005783700426498426,252
2022-01-06,Equity,Minimum Variance,Equity Minimum Variance,-0.007468316718379646,252
2022-01-07,Equity,Minimum Variance,Equity Minimum Variance,0.0024705727362071064,252
2022-01-10,Equity,Minimum Variance,Equity Minimum Variance,-0.0087045314467581,252
2022-01-11,Equity,Minimum Variance,Equity Minimum Variance,0.00506730567149821,252
2022-01-12,Equity,Minimum Variance,Equity Minimum Variance,0.004875592823033906,252
2022-01-13,Equity,Minimum Variance,Equity Minimum Variance,-0.003390361946477592,252
2022-01-14,Equity,Minimum Variance,Equity Minimum Variance,-0.0033763310501054226,252
2022-01-18,Equity,Minimum Variance,Equity Minimum Variance,-0.004472289077292921,252
2022-01-19,Equity,Minimum Variance,Equity Minimum Variance,0.005459383580439095,252
2022-01-20,Equity,Minimum Variance,Equity Minimum Variance,-0.009171804942219374,252
2022-01-21,Equity,Minimum Variance,Equity Minimum Variance,-0.004926036970593398,252
2022-01-24,Equity,Minimum Variance,Equity Minimum Variance,-0.0006532479225872365,252
2022-01-25,Equity,Minimum Variance,Equity Minimum Variance,-0.008167047689085412,252
2022-01-26,Equity,Minimum Variance,Equity Minimum Variance,-0.014589161560048157,252
2022-01-27,Equity,Minimum Variance,Equity Minimum Variance,-0.000778830392204394,252
2022-01-28,Equity,Minimum Variance,Equity Minimum Variance,0.015403096150372168,252
2022-01-31,Equity,Minimum Variance,Equity Minimum Variance,0.01022723470693032,252
2022-02-01,Equity,Minimum Variance,Equity Minimum Variance,0.0014639000344532549,252
2022-02-02,Equity,Minimum Variance,Equity Minimum Variance,0.00957963280795862,252
2022-02-03,Equity,Minimum Variance,Equity Minimum Variance,-0.004526879333233511,252
2022-02-04,Equity,Minimum Variance,Equity Minimum Variance,-0.0049776970522659465,252
2022-02-07,Equity,Minimum Variance,Equity Minimum Variance,0.0013527547768746645,252
2022-02-08,Equity,Minimum Variance,Equity Minimum Variance,0.0025671611428466747,252
2022-02-09,Equity,Minimum Variance,Equity Minimum Variance,0.004842307179918989,252
2022-02-10,Equity,Minimum Variance,Equity Minimum Variance,-0.01793490463942907,252
2022-02-11,Equity,Minimum Variance,Equity Minimum Variance,-0.00405228173894969,252
2022-02-14,Equity,Minimum Variance,Equity Minimum Variance,-0.005356633067093087,252
2022-02-15,Equity,Minimum Variance,Equity Minimum Variance,0.0038631273117439957,252
2022-02-16,Equity,Minimum Variance,Equity Minimum Variance,-0.0012518154948220404,252
2022-02-17,Equity,Minimum Variance,Equity Minimum Variance,-0.005646214956647615,252
2022-02-18,Equity,Minimum Variance,Equity Minimum Variance,-0.005421695878194562,252
2022-02-22,Equity,Minimum Variance,Equity Minimum Variance,-0.004336251804922568,252
2022-02-23,Equity,Minimum Variance,Equity Minimum Variance,-0.005789393470294596,252
2022-02-24,Equity,Minimum Variance,Equity Minimum Variance,0.0018994601567597848,252
2022-02-25,Equity,Minimum Variance,Equity Minimum Variance,0.022780816417703915,252
2022-02-28,Equity,Minimum Variance,Equity Minimum Variance,-0.007930531014728901,252
2022-03-01,Equity,Minimum Variance,Equity Minimum Variance,-0.003611568590444763,252
2022-03-02,Equity,Minimum Variance,Equity Minimum Variance,0.012838996834848446,252
2022-03-03,Equity,Minimum Variance,Equity Minimum Variance,0.006799073201827831,252
2022-03-04,Equity,Minimum Variance,Equity Minimum Variance,0.007650690264833253,252
2022-03-07,Equity,Minimum Variance,Equity Minimum Variance,-0.006787786451843326,252
2022-03-08,Equity,Minimum Variance,Equity Minimum Variance,-0.014075109602225478,252
2022-03-09,Equity,Minimum Variance,Equity Minimum Variance,0.007031232337635415,252
2022-03-10,Equity,Minimum Variance,Equity Minimum Variance,-0.0009657023050936932,252
2022-03-11,Equity,Minimum Variance,Equity Minimum Variance,-0.007228457615088927,252
2022-03-14,Equity,Minimum Variance,Equity Minimum Variance,-0.006906669340675223,252
2022-03-15,Equity,Minimum Variance,Equity Minimum Variance,0.01065479302735529,252
2022-03-16,Equity,Minimum Variance,Equity Minimum Variance,0.0074977329232425866,252
2022-03-17,Equity,Minimum Variance,Equity Minimum Variance,0.011668797319003246,252
2022-03-18,Equity,Minimum Variance,Equity Minimum Variance,0.002670004584469267,252
2022-03-21,Equity,Minimum Variance,Equity Minimum Variance,0.00162372522691651,252
2022-03-22,Equity,Minimum Variance,Equity Minimum Variance,0.0043559923908324865,252
2022-03-23,Equity,Minimum Variance,Equity Minimum Variance,-0.007830865101744947,252
2022-03-24,Equity,Minimum Variance,Equity Minimum Variance,0.00623748108018971,252
2022-03-25,Equity,Minimum Variance,Equity Minimum Variance,0.008189391977027524,252
2022-03-28,Equity,Minimum Variance,Equity Minimum Variance,0.007289979573502432,252
2022-03-29,Equity,Minimum Variance,Equity Minimum Variance,0.011963865698132682,252
2022-03-30,Equity,Minimum Variance,Equity Minimum Variance,0.001158546908209102,252
2022-03-31,Equity,Minimum Variance,Equity Minimum Variance,-0.009223589488022522,252
2022-04-01,Equity,Minimum Variance,Equity Minimum Variance,0.009122648686169892,252
2022-04-04,Equity,Minimum Variance,Equity Minimum Variance,0.002293617051565937,252
2022-04-05,Equity,Minimum Variance,Equity Minimum Variance,-0.0050571732231752325,252
2022-04-06,Equity,Minimum Variance,Equity Minimum Variance,0.00905453211702034,252
2022-04-07,Equity,Minimum Variance,Equity Minimum Variance,0.002675239263789437,252
2022-04-08,Equity,Minimum Variance,Equity Minimum Variance,0.00387218109038934,252
2022-04-11,Equity,Minimum Variance,Equity Minimum Variance,-0.008643949227434,252
2022-04-12,Equity,Minimum Variance,Equity Minimum Variance,-0.0020704530482000562,252
2022-04-13,Equity,Minimum Variance,Equity Minimum Variance,0.005695104457728135,252
2022-04-14,Equity,Minimum Variance,Equity Minimum Variance,0.0006048184670382427,252
2022-04-18,Equity,Minimum Variance,Equity Minimum Variance,-0.007007173655383943,252
2022-04-19,Equity,Minimum Variance,Equity Minimum Variance,0.009560847225542448,252
2022-04-20,Equity,Minimum Variance,Equity Minimum Variance,0.0029441731254017996,252
2022-04-21,Equity,Minimum Variance,Equity Minimum Variance,-0.008782767312173539,252
2022-04-22,Equity,Minimum Variance,Equity Minimum Variance,-0.016279622842974618,252
2022-04-25,Equity,Minimum Variance,Equity Minimum Variance,-0.0011801820988049066,252
2022-04-26,Equity,Minimum Variance,Equity Minimum Variance,-0.016871087668782363,252
2022-04-27,Equity,Minimum Variance,Equity Minimum Variance,-0.001528360029131513,252
2022-04-28,Equity,Minimum Variance,Equity Minimum Variance,0.0113572503640915,252
2022-04-29,Equity,Minimum Variance,Equity Minimum Variance,-0.0319466389720701,252
2022-05-02,Equity,Minimum Variance,Equity Minimum Variance,-0.0009453604234788974,252
2022-05-03,Equity,Minimum Variance,Equity Minimum Variance,0.0022635686260997294,252
2022-05-04,Equity,Minimum Variance,Equity Minimum Variance,0.023640419685939693,252
2022-05-05,Equity,Minimum Variance,Equity Minimum Variance,-0.01782366311792911,252
2022-05-06,Equity,Minimum Variance,Equity Minimum Variance,-0.007877481107107837,252
2022-05-09,Equity,Minimum Variance,Equity Minimum Variance,-0.020340110924056687,252
2022-05-10,Equity,Minimum Variance,Equity Minimum Variance,-0.007461170769846112,252
2022-05-11,Equity,Minimum Variance,Equity Minimum Variance,0.0024922097739092453,252
2022-05-12,Equity,Minimum Variance,Equity Minimum Variance,0.005692295686517388,252
2022-05-13,Equity,Minimum Variance,Equity Minimum Variance,0.012121830336974726,252
2022-05-16,Equity,Minimum Variance,Equity Minimum Variance,0.0042460074773223765,252
2022-05-17,Equity,Minimum Variance,Equity Minimum Variance,0.008137947572454517,252
2022-05-18,Equity,Minimum Variance,Equity Minimum Variance,-0.02210692967919877,252
2022-05-19,Equity,Minimum Variance,Equity Minimum Variance,-0.0028501328361542526,252
