fund,universe,method,latest_rebalance_date,ticker,weight
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,GILD,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,GS,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,INTC,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,KO,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,MMM,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,MRK,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,MS,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,NEE,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,NEM,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,NKE,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,NUE,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,NVDA,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,O,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,OXY,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,PLD,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,PSA,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,QCOM,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,SBUX,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,SHW,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,SLB,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,SO,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,T,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,TMUS,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,TTWO,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,UPS,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,USB,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,V,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,WFC,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,WMT,0.02
Equity Minimum Variance,Equity,Minimum Variance,2023-12-01,XOM,0.02
Equity Risk Parity,Equity,Risk Parity,2023-12-01,WMT,0.03601151931098341
Equity Risk Parity,Equity,Risk Parity,2023-12-01,GILD,0.0334411166137543
Equity Risk Parity,Equity,Risk Parity,2023-12-01,NEM,0.03230663342758714
Equity Risk Parity,Equity,Risk Parity,2023-12-01,MRK,0.032256144512941363
Equity Risk Parity,Equity,Risk Parity,2023-12-01,EA,0.030778143777040322
Equity Risk Parity,Equity,Risk Parity,2023-12-01,ABBV,0.029955645430782434
Equity Risk Parity,Equity,Risk Parity,2023-12-01,AMGN,0.026619585987556153
Equity Risk Parity,Equity,Risk Parity,2023-12-01,TTWO,0.025988783120266857
Equity Risk Parity,Equity,Risk Parity,2023-12-01,KO,0.025264406221080934
Equity Risk Parity,Equity,Risk Parity,2023-12-01,AEP,0.02496999298532778
Equity Risk Parity,Equity,Risk Parity,2023-12-01,PSA,0.024715965323674375
Equity Risk Parity,Equity,Risk Parity,2023-12-01,T,0.0234430891754632
Equity Risk Parity,Equity,Risk Parity,2023-12-01,TMUS,0.023192640715980505
Equity Risk Parity,Equity,Risk Parity,2023-12-01,ABT,0.022653635027400063
Equity Risk Parity,Equity,Risk Parity,2023-12-01,DUK,0.022343291151182137
Equity Risk Parity,Equity,Risk Parity,2023-12-01,UPS,0.02176305258992452
Equity Risk Parity,Equity,Risk Parity,2023-12-01,MMM,0.021594825890824735
Equity Risk Parity,Equity,Risk Parity,2023-12-01,D,0.021571709080796673
Equity Risk Parity,Equity,Risk Parity,2023-12-01,SO,0.02060116401960696
Equity Risk Parity,Equity,Risk Parity,2023-12-01,CMCSA,0.020508964714304613
Equity Risk Parity,Equity,Risk Parity,2023-12-01,NEE,0.020095300718315785
Equity Risk Parity,Equity,Risk Parity,2023-12-01,SHW,0.0197931365044497
Equity Risk Parity,Equity,Risk Parity,2023-12-01,CCI,0.0196652865364397
Equity Risk Parity,Equity,Risk Parity,2023-12-01,AMT,0.018789850161612335
Equity Risk Parity,Equity,Risk Parity,2023-12-01,O,0.01815734587256104
Equity Risk Parity,Equity,Risk Parity,2023-12-01,CAT,0.017971951181746187
Equity Risk Parity,Equity,Risk Parity,2023-12-01,V,0.017965403741671944
Equity Risk Parity,Equity,Risk Parity,2023-12-01,NKE,0.017902962882943345
Equity Risk Parity,Equity,Risk Parity,2023-12-01,XOM,0.017671701119220923
Equity Risk Parity,Equity,Risk Parity,2023-12-01,DIS,0.01734159757740134
Equity Risk Parity,Equity,Risk Parity,2023-12-01,SBUX,0.017169899615010538
Equity Risk Parity,Equity,Risk Parity,2023-12-01,ADBE,0.01711151619203158
Equity Risk Parity,Equity,Risk Parity,2023-12-01,PLD,0.016654529345684777
Equity Risk Parity,Equity,Risk Parity,2023-12-01,INTC,0.015891239310624854
Equity Risk Parity,Equity,Risk Parity,2023-12-01,DD,0.01571682075871106
Equity Risk Parity,Equity,Risk Parity,2023-12-01,CVX,0.015621302540882667
Equity Risk Parity,Equity,Risk Parity,2023-12-01,GS,0.015604190288685177
Equity Risk Parity,Equity,Risk Parity,2023-12-01,QCOM,0.01541918859716543
Equity Risk Parity,Equity,Risk Parity,2023-12-01,GE,0.01521782166216216
Equity Risk Parity,Equity,Risk Parity,2023-12-01,NUE,0.01506979848715118
Equity Risk Parity,Equity,Risk Parity,2023-12-01,DOW,0.014688821689547424
Equity Risk Parity,Equity,Risk Parity,2023-12-01,USB,0.014636819017178646
Equity Risk Parity,Equity,Risk Parity,2023-12-01,AMD,0.014343676325996518
Equity Risk Parity,Equity,Risk Parity,2023-12-01,WFC,0.014171400689805038
Equity Risk Parity,Equity,Risk Parity,2023-12-01,MS,0.014009207823059972
Equity Risk Parity,Equity,Risk Parity,2023-12-01,COP,0.013809061904514095
Equity Risk Parity,Equity,Risk Parity,2023-12-01,SLB,0.01335058389126038
Equity Risk Parity,Equity,Risk Parity,2023-12-01,NVDA,0.013119620639221605
Equity Risk Parity,Equity,Risk Parity,2023-12-01,BA,0.011847998478760056
Equity Risk Parity,Equity,Risk Parity,2023-12-01,OXY,0.011211657369706144
Equity Tangency,Equity,Tangency,2023-12-01,NVDA,0.4016302187853759
Equity Tangency,Equity,Tangency,2023-12-01,ABBV,0.35063423239890157
Equity Tangency,Equity,Tangency,2023-12-01,NUE,0.24368947738778968
Equity Tangency,Equity,Tangency,2023-12-01,TMUS,0.003189560106942845
Equity Tangency,Equity,Tangency,2023-12-01,GILD,0.0008565113209893804
Equity Tangency,Equity,Tangency,2023-12-01,XOM,7.190707150667234e-17
Equity Tangency,Equity,Tangency,2023-12-01,USB,4.8574491227408045e-17
Equity Tangency,Equity,Tangency,2023-12-01,DIS,4.3753971927828143e-17
Equity Tangency,Equity,Tangency,2023-12-01,PSA,4.1646041520052714e-17
Equity Tangency,Equity,Tangency,2023-12-01,SBUX,3.7466971316856096e-17
Equity Tangency,Equity,Tangency,2023-12-01,WFC,3.359117560588014e-17
Equity Tangency,Equity,Tangency,2023-12-01,DOW,3.282440471292928e-17
Equity Tangency,Equity,Tangency,2023-12-01,CCI,3.2455827419187943e-17
Equity Tangency,Equity,Tangency,2023-12-01,O,2.902460020724713e-17
Equity Tangency,Equity,Tangency,2023-12-01,QCOM,2.2824511981545648e-17
Equity Tangency,Equity,Tangency,2023-12-01,CMCSA,2.210874382946159e-17
Equity Tangency,Equity,Tangency,2023-12-01,COP,2.008712597467716e-17
Equity Tangency,Equity,Tangency,2023-12-01,AMD,1.7869696663057915e-17
Equity Tangency,Equity,Tangency,2023-12-01,D,1.6634572603584076e-17
Equity Tangency,Equity,Tangency,2023-12-01,TTWO,9.982462958394311e-18
Equity Tangency,Equity,Tangency,2023-12-01,NEM,8.219540567781854e-18
Equity Tangency,Equity,Tangency,2023-12-01,CAT,8.060669037891788e-18
Equity Tangency,Equity,Tangency,2023-12-01,AEP,4.833234663504987e-18
Equity Tangency,Equity,Tangency,2023-12-01,OXY,2.754168605000437e-18
Equity Tangency,Equity,Tangency,2023-12-01,T,2.1705772116183827e-18
Equity Tangency,Equity,Tangency,2023-12-01,KO,1.8919647870779104e-18
Equity Tangency,Equity,Tangency,2023-12-01,ABT,0.0
Equity Tangency,Equity,Tangency,2023-12-01,ADBE,0.0
Equity Tangency,Equity,Tangency,2023-12-01,AMGN,0.0
Equity Tangency,Equity,Tangency,2023-12-01,AMT,0.0
Equity Tangency,Equity,Tangency,2023-12-01,BA,0.0
Equity Tangency,Equity,Tangency,2023-12-01,CVX,0.0
Equity Tangency,Equity,Tangency,2023-12-01,DD,0.0
Equity Tangency,Equity,Tangency,2023-12-01,DUK,0.0
Equity Tangency,Equity,Tangency,2023-12-01,EA,0.0
Equity Tangency,Equity,Tangency,2023-12-01,GE,0.0
Equity Tangency,Equity,Tangency,2023-12-01,GS,0.0
Equity Tangency,Equity,Tangency,2023-12-01,INTC,0.0
Equity Tangency,Equity,Tangency,2023-12-01,MMM,0.0
Equity Tangency,Equity,Tangency,2023-12-01,MRK,0.0
Equity Tangency,Equity,Tangency,2023-12-01,MS,0.0
Equity Tangency,Equity,Tangency,2023-12-01,NEE,0.0
Equity Tangency,Equity,Tangency,2023-12-01,NKE,0.0
Equity Tangency,Equity,Tangency,2023-12-01,PLD,0.0
Equity Tangency,Equity,Tangency,2023-12-01,SHW,0.0
Equity Tangency,Equity,Tangency,2023-12-01,SLB,0.0
Equity Tangency,Equity,Tangency,2023-12-01,SO,0.0
Equity Tangency,Equity,Tangency,2023-12-01,UPS,0.0
Equity Tangency,Equity,Tangency,2023-12-01,V,0.0
Equity Tangency,Equity,Tangency,2023-12-01,WMT,0.0
